flightDate_month_day,is_weekend,is_public_holiday,days_from_summer_start,day_of_month,1 days to departure,2 days to departure,3 days to departure,4 days to departure,5 days to departure,6 days to departure,7 days to departure,8 days to departure,9 days to departure,10 days to departure,11 days to departure,12 days to departure,13 days to departure,14 days to departure,15 days to departure,16 days to departure,17 days to departure,18 days to departure,19 days to departure,20 days to departure,21 days to departure,22 days to departure,23 days to departure,24 days to departure,25 days to departure,26 days to departure,27 days to departure,28 days to departure,29 days to departure,30 days to departure,31 days to departure,32 days to departure,33 days to departure,34 days to departure,35 days to departure,36 days to departure,37 days to departure,38 days to departure,39 days to departure,40 days to departure,41 days to departure,42 days to departure,43 days to departure,44 days to departure,45 days to departure,46 days to departure,47 days to departure,48 days to departure,49 days to departure,50 days to departure,51 days to departure,52 days to departure,53 days to departure,54 days to departure,55 days to departure,56 days to departure,57 days to departure,58 days to departure,59 days to departure,60 days to departure,flight_day_of_week,flight_month
07-14,0.0,0.0,0.8538761924255934,0.5197507258242743,408.6454545454546,387.9225806451613,401.7969696969697,430.73157894736846,434.2724137931035,515.4321428571428,524.0258064516129,574.41875,594.2777419354838,610.3166666666667,658.2160606060606,652.8532,679.2914705882353,686.2869696969698,682.7039285714285,678.9827586206897,647.6052173913043,662.9272727272727,690.7831818181818,656.4232258064516,623.5074193548387,633.1220000000001,618.4452173913044,628.8531578947369,603.7777272727272,669.425,646.0381818181818,618.4848387096774,602.3353333333333,578.922962962963,571.4011111111112,603.28375,607.6925806451613,481.4339285714286,453.8095238095238,463.4712619047619,473.133,461.51230303030303,449.8916060606061,438.27090909090913,433.73315789473685,434.88,434.7655128205128,434.6510256410257,434.5365384615385,426.69217391304346,450.62272727272733,450.7190476190476,437.3357692307693,434.4478260869566,438.63258581235704,442.8173455377575,447.00210526315794,437.6734482758621,415.5648914431673,393.4563346104726,371.3477777777778,371.3477777777778,371.3477777777778,371.3477777777778,0.01856252592229551,0.020250028278867828
07-21,0.0,0.0,0.8190647284624497,0.5733453099237148,571.8094736842106,507.00888888888886,558.2948571428572,625.9530555555556,593.5157142857142,557.93,561.9300000000001,533.7691891891892,568.4107142857143,504.3874358974359,599.3658823529412,593.4205555555556,581.3044117647058,613.2655882352941,628.4003125,706.5451515151516,797.5579310344827,784.4445161290322,785.138064516129,718.3163333333334,723.7207142857143,681.6854166666667,711.7059259259258,617.8946153846153,635.6895652173913,620.8395833333333,623.0488461538462,621.7868,625.5534782608695,615.6953598200898,605.8372413793103,638.6282142857143,618.5996551724138,604.6458620689655,594.2875,616.371923076923,654.7575,622.7570833333333,590.9528571428572,609.3796666666666,465.3544827586207,481.96285714285716,476.501802955665,471.0407487684729,465.5796945812808,460.1186403940887,454.65758620689655,450.8142307692308,463.20086956521743,457.27645272601796,451.3520358868185,445.42761904761903,444.12199134199136,442.8163636363637,437.56000000000006,439.56517241379316,423.5725925925926,423.26864197530864,422.9646913580247,422.6607407407407,0.013651078807707495,0.014892085972044538
08-15,0.0,0.0,0.9647037207801314,0.2631010147582177,383.3321428571429,356.90645161290325,395.88366666666667,418.5855882352941,457.94314285714285,383.00200000000007,340.6933333333334,457.3088888888889,449.70799999999997,445.8661290322581,469.7246153846154,376.0791304347826,390.4240909090909,468.5170967741936,478.05703703703705,425.47562500000004,472.4694285714286,486.58629629629627,471.30035714285714,493.00913043478266,400.58478260869566,401.0345454545455,389.65878787878785,537.9315384615385,512.0313793103448,502.64903225806455,507.13400000000007,529.8485714285714,496.5636363636364,503.22812500000003,480.4566666666667,552.75625,478.0866666666667,461.74885714285716,505.5970967741936,471.79093750000004,470.3036666666667,430.4172413793104,429.9129032258065,426.8137931034483,602.288125,565.10375,581.3833333333333,580.2009677419354,568.7043333333334,589.0573529411765,469.526875,593.2346875,584.3045,505.7341379310345,522.6184375,523.275505952381,523.9325744047619,524.5896428571428,511.84666666666664,508.35344444444445,504.8602222222222,501.367,500.8288571428572,492.9879411764706,0.0,0.01116186123216681
07-17,0.03215288614768378,0.0,0.8359750398397782,0.5465990645106242,412.75,406.5037037037037,415.7913043478261,495.89090909090913,596.2238095238096,633.2130434782608,545.236,583.8295833333333,568.6191666666667,625.8000000000001,544.0658333333333,654.5628571428572,702.8521428571429,670.0509677419356,685.033,653.6158620689655,632.7819999999999,822.1925,763.2960606060606,656.675625,664.881724137931,663.7746666666667,671.2716666666668,672.9472413793104,657.8553333333333,659.6276923076923,666.0411538461539,660.8535294117647,667.6006451612903,660.5154285714286,655.2233333333334,646.7887096774194,635.0903225806452,645.826875,679.396129032258,666.7914705882353,544.2496153846154,553.2710714285714,543.4002171428572,533.5293628571428,523.6585085714286,513.7876542857143,503.9168,487.54541666666665,499.20160000000004,501.3944,503.58720000000005,505.78000000000003,501.01629629629633,507.0093103448276,502.0166666666667,517.2710714285714,504.15137931034485,506.57181697612737,508.9922546419098,511.41269230769234,510.2348148148148,483.6505709876543,457.0663271604938,430.4820833333333,0.03215288614768378,0.017537937898736606
08-04,0.0,0.0,0.995726171426557,0.0905205610387779,421.4139534883721,444.6457575757576,444.37575757575763,448.46764705882356,475.3692307692308,353.2485294117647,386.36906250000004,368.0391666666667,374.05875,363.0528571428572,474.0586363636364,306.73304347826087,380.095,473.5819047619048,430.17,433.5202941176471,496.41774999999996,515.1272727272727,562.1555882352941,521.7548387096774,615.0749999999999,436.62800000000004,593.315625,470.7717857142857,573.5250000000001,544.9545454545455,540.3057142857143,553.8636363636364,558.090625,698.9578787878788,627.0563636363637,547.7230303030303,679.1044444444444,650.4445714285715,558.8390625,478.4883333333334,656.2685185185185,536.6693333333334,541.8131034482759,542.5560714285714,548.2415384615385,540.4507692307693,532.66,521.8393548387097,529.4865517241379,533.1773333333333,512.1229032258065,524.9865517241379,541.2758620689655,542.2419230769231,549.2382608695652,531.1254166666666,528.8779166666667,516.8268,396.26000000000005,403.935,403.935,403.935,403.935,403.935,0.011315070129847237,0.014400998347078302
08-01,0.0,0.0,0.9995823680530878,0.024380057757392385,458.54285714285714,450.03548387096777,449.115625,479.3636363636364,479.71487179487184,473.4048,408.3759090909091,438.07772727272726,490.67333333333335,460.576,386.00619047619045,563.3004,534.3184848484849,490.9872413793104,477.2944444444444,472.51128205128214,534.2830303030303,490.9806060606061,475.53324324324325,477.58750000000003,396.8414705882353,413.0371428571429,518.8783783783783,564.385294117647,456.26206896551724,416.63793103448273,536.7020736253495,656.7662162162162,528.3012903225806,522.1856250000001,683.3015625,507.58903225806455,493.88793103448273,660.7657142857142,545.5958620689655,540.3348387096775,557.9720689655172,534.5514285714286,535.0727142857143,535.594,532.5805714285714,537.2702857142857,532.2196875,534.5543333333334,537.0188571428571,537.2402777777778,535.8897297297298,539.7143333333333,524.4283333333334,527.8620588235294,524.8357575757576,421.52137931034486,418.32466666666664,415.0501708333333,411.775675,408.5011791666667,405.22668333333337,401.95218750000004,417.979375,410.1566666666667,0.0,0.0155145822092497
08-30,0.0,0.0,0.9191107433536744,0.39390460429443186,510.52416666666664,436.4088235294118,438.614705882353,466.5875,473.93783783783783,447.2086956521739,462.82954545454544,453.14434782608697,432.73148148148147,391.83269230769235,437.78740740740744,464.5139130434782,439.4760714285714,361.7590625,365.8125806451613,393.9141666666667,379.169,416.5327272727273,420.28363636363633,386.37724137931036,402.18160000000006,382.20468750000003,382.91914285714284,384.3075675675676,374.83459459459465,372.41789473684213,387.8516666666667,384.4544117647059,488.47972972972974,495.19594594594594,524.9434210526315,496.10105263157897,383.2391891891892,483.02512820512817,458.4524324324325,472.08705882352945,511.83750000000003,500.07459459459466,531.0882051282051,376.40424242424245,385.158,373.0132142857143,467.21806451612906,379.99941176470594,384.2092857142857,405.4057142857143,405.60129032258067,409.40785714285715,373.8383333333333,390.2389655172414,400.64696969696973,402.8046875,405.6671875,414.323125,398.5158823529412,445.39044117647063,492.26500000000004,501.5317142857143,492.27394736842103,494.3527777777778,0.0021883589127468434,0.00835555221230613
08-24,0.0,0.0,0.9362774683253681,0.35110405062201305,558.3743902439024,418.3702702702703,453.5027777777778,465.5615384615385,531.1789473684211,449.74160000000006,513.6008695652174,459.7692592592593,511.6853333333334,519.3335714285714,476.5855172413793,491.7782352941176,591.3026666666667,584.0716666666667,579.3188571428572,550.8078125,579.2544117647059,571.4982857142857,526.24,567.8094594594595,507.179696969697,534.9527272727272,571.0491428571429,507.3094117647059,509.2171428571428,582.5058333333333,528.6471875,526.05375,518.9042424242424,549.2332352941177,569.3353125,557.919090909091,583.958,452.1696551724138,446.261935483871,428.80333333333334,443.72875,452.71281250000004,446.94258064516134,599.2564516129032,481.7906896551724,478.85870967741937,601.8109677419354,492.03000000000003,488.8335714285714,518.0013333333334,501.5017241379311,472.9796428571429,446.7716666666667,556.3221875,555.9475,581.8616129032258,564.0909375,567.3616129032258,567.681875,556.0721428571429,660.52,443.8946666666667,417.3355172413793,417.3355172413793,0.004876445147527959,0.009309577099826103
07-12,0.0,0.0,0.8680018426349869,0.4960010529342782,485.584375,397.7447368421053,414.6,416.01666666666665,422.6686666666667,528.4194444444444,506.9110810810811,543.8422580645162,543.029705882353,640.0619230769231,567.3503125,607.7721875,730.0472222222222,679.2666666666667,551.8503125,573.2003333333334,569.6315625,574.979393939394,582.663125,566.9117647058823,552.7151612903226,551.369,576.0655555555555,605.1486363636363,566.1110714285714,558.3896666666666,546.1775757575758,550.7206451612903,552.7606451612904,574.1714285714286,565.7964285714286,404.6928,419.67,411.17,402.67,410.1690909090909,417.66818181818184,425.16727272727275,410.9152380952381,426.82700000000006,423.6803188405798,420.53363768115946,417.3869565217392,409.65555555555557,410.7379310344828,410.40769230769234,425.1041666666667,407.77857142857147,398.75130952380954,389.72404761904767,380.69678571428574,369.14953373015874,357.60228174603174,346.0550297619048,334.5077777777778,346.93065700483095,359.3535362318841,371.7764154589372,384.19929468599037,396.6221739130435,0.006888903512976086,0.022545502406103552
07-29,0.0,0.0,0.7948222126792739,0.6065748465183932,393.0833333333333,511.77026315789476,423.72725,436.9454285714286,435.43583333333333,390.2683333333334,309.3131578947369,393.62428571428575,495.62772727272727,456.94117647058823,494.45323529411763,464.1007407407408,487.687,484.28781250000003,440.12939393939394,483.6036666666667,454.97741935483873,484.723076923077,480.5712903225807,447.86129032258066,496.24687500000005,460.30937500000005,474.86,550.4022580645162,576.5619230769231,536.6261538461539,531.0881481481482,549.317037037037,576.832,553.7776923076924,1086.6384615384616,623.7055555555555,628.0446153846153,628.0446153846153,622.2012,623.4780952380953,623.6959090909091,604.6348148148148,618.5647826086956,610.6708,605.7511538461539,672.9870588235294,591.6016666666667,592.0030434782609,616.0081818181818,648.0495,623.5761904761905,633.4336363636364,450.4257142857143,425.16450000000003,426.30973793103453,427.454975862069,428.6002137931035,429.7454517241379,430.8906896551724,431.0567741935484,419.5642307692308,419.5642307692308,419.5642307692308,419.5642307692308,0.013944249345250417,0.011408931282477615
07-19,0.0,0.0,0.8273582550748378,0.5614216730864972,438.00033333333334,376.7935483870968,376.8,378.2935483870968,412.11315789473684,413.67305555555555,404.94939393939393,414.37516129032264,415.335625,422.8154285714286,404.56666666666666,359.46666666666664,462.6029411764706,537.4057894736843,535.6185,559.1310000000001,576.4278378378378,556.6038235294118,566.6165625,724.5411764705883,741.6882352941177,567.2034482758621,585.5118518518518,563.7206666666666,596.6760714285714,594.8546428571428,579.4576666666667,576.2778125,573.465,572.3525,567.7674193548387,582.8610344827587,560.4660606060606,597.0851724137931,575.8503333333334,590.1567857142857,594.3092,587.1270370370371,401.9191304347826,397.0126315789474,400.3472356979405,403.68183981693363,407.0164439359268,410.35104805491994,413.68565217391307,399.32954545454544,396.4347826086956,397.3247884057971,398.21479420289853,399.1048,399.1510538461539,399.19730769230773,401.20125,408.31583333333333,414.3026923076923,396.8389948717949,379.37529743589744,361.9116,366.96625,366.96625,0.004924751518302606,0.016117368605353982
08-21,0.015496139684863327,0.0,0.9452645207766629,0.32541893338212985,416.0857142857143,407.3,391.225,470.84285714285716,471.0402777777778,450.53361111111116,485.0148571428572,493.7840625,484.42833333333334,481.1839285714286,524.5081481481482,463.2876666666667,498.9235483870968,456.09424242424245,468.3384848484848,474.29518518518523,526.3970967741935,576.2275862068965,532.8534482758621,650.198275862069,584.8267857142857,523.2535714285715,566.5419354838709,601.0554838709678,572.9244827586207,653.5845161290322,677.0221875,642.3326470588236,619.9333333333333,620.6580555555555,628.4151428571428,552.3067567567567,555.5705882352942,598.4282051282051,559.6790909090909,528.5565625,556.6041666666666,501.2384615384616,566.602972972973,455.33212121212125,480.75866666666667,581.9091176470588,501.7065853658537,515.9822222222223,482.4902631578948,521.88825,563.0492601351351,604.2102702702703,572.0478378378378,585.7305714285715,624.8102777777779,616.6424324324324,571.2562857142857,573.7014705882352,440.84000000000003,453.1914285714286,451.30428571428575,451.30428571428575,451.30428571428575,451.30428571428575,0.015496139684863327,0.00986117979945848
07-28,0.0,0.0,0.7973050123516667,0.6033659552931532,492.5539393939394,478.05454545454546,446.0833333333333,481.474,523.99,432.4132258064516,454.6984615384615,509.2697222222222,572.3129032258065,586.724,567.7706666666667,542.7608333333333,540.0307692307692,609.6575757575757,517.2954545454545,676.2655172413794,636.8423076923077,579.30875,584.7308695652174,634.9130434782609,459.03000000000003,420.0777272727273,502.42386363636365,584.77,564.5896666666667,725.4641935483871,759.5596875,773.668064516129,555.4032,728.2059999999999,612.1272727272727,619.3327272727273,607.9558333333333,614.1704347826087,618.2920833333334,596.74625,621.5740000000001,606.8304166666667,587.6315384615384,588.2155555555555,574.1439285714285,584.5235483870968,559.7973529411765,591.4730434782609,547.3045454545454,557.8541935483871,562.1853571428571,424.1596296296297,417.96714285714285,415.9564835164835,413.94582417582416,411.93516483516487,409.9245054945055,407.9138461538462,402.22111111111116,398.17290322580646,406.4248688172043,414.6768344086022,422.9288,422.9288,0.010774392058806308,0.011753882245970517
07-03,0.0802449551922326,0.0,0.9629394623067912,0.2407348655766978,504.0758823529412,381.31428571428575,399.6614634146342,702.5632499999999,744.5902857142858,596.3725000000001,579.8615384615384,536.4614705882353,584.8246428571429,591.7555555555556,559.7421212121212,548.7058823529412,586.11,607.8141379310345,552.7774285714286,653.1879166666666,648.1889285714286,611.2994117647058,615.92,600.4908571428572,579.0273529411764,488.90666666666664,448.86535714285714,453.41,469.7754166666667,504.45666666666665,495.8811111111111,487.30555555555554,478.73,526.5708,488.6594736842106,494.20964912280704,499.75982456140355,505.31,507.05760000000004,492.43894736842105,493.997,480.3164705882353,492.8176470588235,480.75147485080987,468.6853026427963,456.6191304347826,455.81350000000003,458.4905277777778,461.16755555555557,463.84458333333333,460.49292982456143,457.1412763157895,453.78962280701757,450.43796929824566,447.08631578947376,436.2752941176471,428.9047794117647,421.5342647058824,414.16375,442.45700000000005,415.55222222222227,425.0655555555556,428.25200000000007,428.25200000000007,0.0802449551922326,0.04376997555939959
08-27,0.013840781526356406,0.0,0.9273323622658792,0.373701101211623,717.0196969696971,533.1118604651164,622.8409302325581,543.0970454545454,536.3661363636364,482.63791666666674,546.6636666666667,497.0448275862069,575.5327586206897,518.8016,529.5576470588235,531.0867741935484,495.9644827586207,579.3346666666667,644.9493103448275,577.344054054054,587.654358974359,555.045,521.3068571428572,595.4846666666667,585.2633333333334,565.4583333333334,520.7476470588235,489.3325714285714,496.92775,505.78634146341466,590.2194736842106,572.2548717948717,551.8516216216217,544.1856097560976,577.1902564102564,564.7564864864866,539.0845,529.507,513.6205263157896,513.6515384615385,496.66918918918924,485.68605263157895,468.45828571428575,515.2736842105263,497.6555263157895,507.7591666666667,578.1269047619048,496.983,508.60026315789474,503.19025641025644,521.3470731707317,571.3725641025641,518.9200000000001,524.8031578947368,520.67625,527.5212820512821,629.7236842105264,627.4736842105264,636.4972972972973,646.3166666666667,629.638717948718,616.7348717948718,553.524,583.9174193548387,0.011533984605297006,0.008807770062226805
07-30,0.02031533615881712,0.0,0.7922981101938676,0.6094600847645136,431.50810810810816,448.38437500000003,509.19179487179485,404.79645161290324,417.5866666666667,402.35636363636365,433.76000000000005,426.1546666666666,423.29238095238094,488.0606451612904,534.7423333333334,503.65555555555557,539.7293548387097,544.6878125000001,431.8728571428572,498.883125,491.7996551724138,421.9655172413793,440.76560000000006,429.169,424.05000000000007,423.7653846153846,428.35269230769234,428.08125,607.6476,568.3403846153847,572.2385185185185,594.6634615384615,626.918275862069,665.83,546.9865517241379,691.2008333333333,608.8212,610.9575,622.3741666666666,636.1147619047618,615.6065384615384,647.155,634.944090909091,613.798,613.97625,604.2620833333334,591.9565384615385,592.3518518518518,617.0423076923078,622.6800000000001,589.3458064516129,586.1006451612903,571.2975757575757,475.3276923076923,489.0513043478261,490.3849634782609,491.7186226086957,493.0522817391304,494.3859408695652,495.7196,499.9592857142857,500.9548148148148,500.9548148148148,500.9548148148148,0.01692944679901427,0.011081092450263882
08-03,0.0,0.0,0.9974365886857431,0.06958859921063325,548.9,434.5857142857143,435.01944444444445,479.29411764705884,475.1027777777778,391.8109677419355,427.22562500000004,400.5657142857143,377.30740740740737,384.6392592592593,400.86260869565217,347.24240000000003,356.4779166666667,458.3597297297298,536.183,488.40500000000003,462.6458823529412,448.55,473.991875,547.861935483871,428.7680645161291,423.31354838709683,422.77620689655174,420.63580645161295,415.8968965517241,417.37333333333333,415.13793103448273,414.6677419354839,415.5391304347826,475.94300000000004,474.4609677419355,477.6896666666667,616.3563333333333,508.8641935483871,490.67551724137934,598.425806451613,545.1037931034483,545.7284375,567.2961538461539,547.4132258064517,539.7364566532258,532.0596875,532.04375,529.9766666666667,545.2655172413794,535.26,526.46,538.873,536.5893103448276,535.2273333333334,526.4965625,529.9726666666667,524.351,384.7136,377.88625,373.85667741935487,369.8271048387097,365.79753225806456,361.7679596774194,357.73838709677426,0.00773206657895925,0.01476121801437675
08-19,0.0,0.0,0.9517553549295336,0.30649748718069725,430.79727272727274,432.8124242424243,475.0002857142858,442.02676470588233,486.07088235294117,479.168,437.3509375,497.10148148148147,454.32160000000005,451.4088461538462,395.82677419354843,437.5581818181818,457.49764705882353,473.55766666666665,411.69444444444446,458.0736666666667,481.3212121212121,610.0571428571428,547.12,545.5117142857143,558.5382352941176,523.3196774193549,547.4003225806451,568.1686206896552,527.56,527.7911764705883,531.3145161290323,653.274375,468.01206896551724,531.9702941176471,454.07071428571425,506.1146428571429,462.7807692307693,488.508,617.4287096774194,491.78000000000003,565.6553125,566.8828125,520.8128125000001,515.5390322580646,512.3965517241379,478.086,500.9497222222223,499.6790625,581.0877419354839,654.9634375,602.2099999999999,624.2678571428571,691.5799999999999,682.6139999999999,573.4008,554.5328571428571,435.5004,438.4042857142857,439.9039285714286,439.9039285714286,439.9039285714286,439.9039285714286,439.9039285714286,439.9039285714286,0.010754297795813939,0.010265466077822395
07-08,0.0,0.0,0.9038692865651509,0.42535025250124747,490.6677419354839,486.0878378378378,454.2527906976744,463.86025,386.98024390243904,558.7379310344827,581.8446666666666,560.5107142857142,630.84,652.9863636363635,648.1283333333333,569.7589655172414,597.3346153846154,649.672380952381,641.23,625.0845833333334,611.0008333333334,656.2815,670.1542105263158,652.3522727272727,649.2605,579.6603125,582.2378787878788,588.4079411764706,629.4111538461539,588.3621428571429,578.4335714285714,439.8645833333333,465.02639999999997,479.6383923076923,494.25038461538463,492.8022564102564,491.35412820512823,489.906,431.75428571428574,495.18954545454545,470.164696969697,445.13984848484847,420.115,437.07090909090914,444.7357142857143,450.2754545454546,438.9104,428.95359545454545,418.9967909090909,409.03998636363633,399.0831818181818,425.8925,417.04150793650797,408.1905158730159,399.3395238095239,401.31921904761913,403.2989142857144,405.27860952380956,407.2583047619048,409.23800000000006,340.845,364.1025396825397,387.3600793650794,410.6176190476191,0.035445854375103954,0.029001153579630505
06-30,0.0,0.0,0.28728103511579617,0.9576034503859872,1615.4422727272724,1663.5538095238094,876.7708695652174,909.5978260869565,952.3922727272726,993.327894736842,1009.7905555555556,1018.1752631578946,881.9352380952381,912.0226315789474,938.6794444444445,999.5699999999999,895.3152173913044,969.0555555555555,846.8058333333333,832.8983999999999,821.2645833333332,851.6431818181817,611.8361904761905,610.4121739130435,609.3555,572.2114814814815,593.2257142857143,587.5493650793651,581.8730158730159,576.1966666666667,575.3831250000001,766.8608695652174,690.0779130434782,613.2949565217391,536.512,551.2842857142857,558.1293333333334,560.0278260869566,527.6725,525.133,515.5788181818182,506.0246363636364,496.4704545454546,510.2032142857143,515.3976940993789,520.5921739130436,498.1368,490.8877257142857,483.63865142857145,476.38957714285715,469.1405028571429,461.8914285714286,474.6064285714286,474.94386904761905,475.28130952380957,475.61875000000003,488.0048571428572,502.2723529411765,493.4183870967742,468.8354545454546,462.79,440.0096,434.0136363636364,434.0136363636364,0.01596005750643312,0.014509143187666471
06-02,0.0,0.0,-0.993883977467295,0.10461936604918894,415.9241666666667,403.5804545454546,395.8811111111111,434.20866666666666,445.1597435897436,485.0583333333334,476.95,500.29375000000005,491.06333333333333,434.01407407407413,497.81458333333336,503.51095238095235,517.9519230769231,498.33583333333337,495.315,500.854375,506.39374999999995,511.93312499999996,517.4725,502.54125,513.1942857142857,517.2433116883117,521.2923376623377,525.3413636363637,492.2636363636364,487.18,553.0861904761905,506.58681818181816,479.84347826086963,508.67500000000007,530.1308695652174,545.5860714285715,505.6331034482759,484.0895833333334,494.93480000000005,462.49750000000006,421.8630092592593,381.2285185185185,394.81994107744106,408.41136363636366,401.57058823529417,405.94210526315794,393.60855263157896,381.27500000000003,383.0316666666667,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,383.9125,0.026154841512297234,0.02377712864754294
07-23,0.025359221984390775,0.0,0.8114951035005048,0.5832621056409878,437.02750000000003,322.8311538461539,498.428125,550.9362857142858,561.9485714285714,586.040625,513.2382758620689,472.3662857142857,456.58628571428574,416.7122222222222,523.3146428571429,470.985,553.2942307692308,516.7275000000001,493.5869230769231,489.6023076923077,530.3388461538462,559.969642857143,567.6404,565.6004,784.8385000000001,559.1986206896552,608.4946153846154,618.7048,777.0751515151514,581.2428571428571,585.0886666666667,577.1396428571428,639.0622222222222,628.0400000000001,606.914074074074,577.211,588.2806896551724,620.6555999999999,619.9352,599.8951851851851,607.7032142857144,588.9924137931034,587.3180645161291,599.0415625,612.9706666666666,586.0144444444445,478.0266666666667,465.2962962962963,468.5163703703704,471.7364444444445,474.9565185185185,478.1765925925926,481.3966666666667,479.8304166666667,474.0464,469.45452307692307,464.8626461538462,460.27076923076925,459.0594230769231,457.848076923077,459.61800000000005,455.1972413793103,455.1972413793103,455.1972413793103,0.021132684986992313,0.013832302900576786
06-22,0.0,0.0,0.04539279498122759,0.9986414895870072,1119.1795652173914,1235.8641666666665,1276.5713636363637,816.5944827586206,798.7253125,866.2222222222222,970.3365,958.9545,948.6049999999999,1017.8045,562.6744444444444,744.4494444444445,676.2014285714286,518.374,513.584347826087,495.43520000000007,501.5692592592593,472.26000000000005,709.5696,638.8217391304348,618.5875,640.2375,530.8288461538461,580.4722222222222,602.238076923077,603.6774074074075,477.49696969696976,452.557,460.9597857142857,469.36257142857147,477.76535714285717,462.6764285714286,487.58714285714285,543.6206451612903,446.7742307692308,453.26462271062275,459.75501465201467,466.24540659340664,472.73579853479856,479.2261904761905,513.2481818181818,501.04521645021646,488.84225108225115,476.6392857142858,506.055,491.2,496.1571428571429,499.0181818181818,481.54782608695655,494.0,460.5214285714286,453.1534482758621,455.805,485.1530000000001,479.1196,466.0309679012346,452.94233580246913,439.85370370370373,435.93374840357603,432.01379310344834,0.015130931660409198,0.020633088627830726
06-03,0.0,0.0,-0.9854310746626189,0.16423851244376983,454.93388888888893,425.4478260869566,418.8529166666667,431.94500000000005,454.7439393939394,474.71304347826083,480.01192307692315,482.575,497.0868965517242,494.30956521739137,507.9527586206897,508.68615384615384,525.1892307692308,504.56814814814817,505.10827586206904,512.5020689655173,494.4405247376312,476.3789805097452,458.3174362818591,440.25589205397307,422.194347826087,510.87884615384615,505.35601237842616,499.8331786030062,494.3103448275862,497.2724137931035,493.45,487.63793103448273,503.7384615384616,472.0524137931035,470.95678571428573,512.9240740740742,499.6760869565218,514.7409090909091,511.09285714285716,431.82464285714286,412.88947368421054,402.94473684210527,393.0,380.4916666666667,367.98333333333335,374.10400000000004,392.86086956521746,386.63952569169965,380.41818181818184,376.59,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,406.6729166666667,0.03649744720972663,0.024884623097540883
06-24,0.0,0.0,0.12396577200931616,0.9917261760745293,857.41,666.6309090909091,659.3179310344829,686.3240000000001,645.9496875,748.6169565217391,765.5328,769.1063636363637,747.4075862068966,759.8431999999999,776.7183333333332,690.7591176470588,525.3864516129032,467.2991304347826,493.45678571428573,496.829696969697,486.5023529411765,448.07565217391306,536.8543333333333,544.7490322580645,558.4390000000001,595.402,585.8941379310345,506.341724137931,516.9366666666667,522.9264516129033,503.21580645161293,501.0541935483871,508.8707142857143,508.8958620689656,514.807970545977,520.7200790229886,526.6321875,515.7439285714286,494.2477777777778,504.7666666666667,483.35115384615386,489.7813230769231,496.21149230769237,502.64166153846156,509.0718307692308,515.5020000000001,426.0122727272728,448.42016380016383,470.8280548730549,493.23594594594596,483.3408108108108,488.84615384615387,482.6359090909091,503.14846153846156,516.9395000000001,468.1892307692308,462.71478260869566,464.7375,476.7165384615385,447.83250000000004,468.2914285714286,468.2914285714286,468.2914285714286,468.2914285714286,0.02754794933540359,0.018782692728684266
08-25,0.0,0.0,0.9332825916776065,0.35895484295292557,575.8243243243244,535.3619444444444,491.2447368421052,469.3272972972973,439.78184210526314,460.13142857142856,513.4425806451613,494.6804,494.88846153846157,499.0204,437.92843750000003,513.335,472.28083333333336,486.91848484848487,440.0866666666667,529.7715789473684,516.5203225806451,533.5335714285715,576.9116666666666,605.5077777777777,520.9139130434783,533.4139130434783,602.6637037037037,564.1848,586.4806666666667,600.2725,529.1225,613.8793939393939,626.5276923076923,498.2828125,565.23,535.235,602.0819047619049,551.8158620689655,613.3412000000001,479.92571428571426,558.4403703703704,613.8461290322581,560.4345833333333,657.0558333333333,575.4176,506.1675757575757,464.137,484.1364516129032,512.4524242424243,509.07548387096773,511.95935483870966,468.6074193548387,509.71882352941185,497.2677419354839,568.8262903225807,640.3848387096774,628.2040625,649.8439285714286,639.1590322580645,632.9424137931035,578.0521212121213,554.3935483870968,458.42470588235295,462.28225806451616,0.007179096859058512,0.00913703236607447
08-14,0.017918945926409968,0.0,0.9676230800261382,0.25086524296973955,467.048717948718,393.15289473684214,425.46513513513514,422.3383333333333,393.72846153846154,375.23466666666667,432.66281250000003,437.8912903225807,558.1575,455.6896428571429,502.574705882353,613.8532352941177,486.1388095238096,494.8787878787879,470.47058823529414,433.10038461538466,477.50384615384615,450.324,478.73681818181825,490.9195454545454,573.4442857142857,526.3343333333333,537.7710000000001,577.5220833333334,579.2418181818182,490.53583333333336,545.5273333333333,598.6728571428571,493.5414285714286,490.2890625,540.625,497.39827586206894,484.4671428571428,526.0371428571428,486.53108108108114,508.17,513.8785714285714,592.2333333333333,514.6884848484849,557.059393939394,599.4303030303031,556.7162500000001,552.4180555555555,569.4128571428572,608.1988571428572,551.7603448275862,681.5272413793103,549.8440625000001,562.9189655172414,556.9327272727272,560.2120265151515,563.4913257575757,566.770625,555.8784375,555.4490625000001,555.0196875,551.2058823529412,568.7009375,559.4966666666667,560.585625,0.017918945926409968,0.011402965589533616
