searchDate,flightDate,totalFare
2022-06-29,2022-08-06,409.1
2022-06-29,2022-08-06,430.6
2022-06-29,2022-08-06,430.6
2022-06-29,2022-08-06,430.6
2022-06-29,2022-08-06,437.6
2022-06-29,2022-08-06,547.95
2022-06-29,2022-08-06,629.6
2022-06-29,2022-08-06,629.6
2022-06-29,2022-08-06,629.6
2022-06-29,2022-08-06,629.6
2022-06-29,2022-08-06,629.6
2022-06-29,2022-08-06,629.6
2022-06-29,2022-08-06,768.61
2022-06-29,2022-08-06,768.61
2022-06-29,2022-08-06,919.6
2022-06-29,2022-08-07,276.1
2022-06-29,2022-08-07,312.6
2022-06-29,2022-08-07,355.1
2022-06-29,2022-08-07,367.6
2022-06-29,2022-08-07,367.6
2022-06-29,2022-08-07,367.6
2022-06-29,2022-08-07,367.6
2022-06-29,2022-08-07,377.2
2022-06-29,2022-08-07,377.6
2022-06-29,2022-08-07,377.6
2022-06-29,2022-08-07,407.2
2022-06-29,2022-08-07,417.2
2022-06-29,2022-08-07,430.6
2022-06-29,2022-08-07,437.6
2022-06-29,2022-08-07,437.6
2022-06-29,2022-08-07,437.6
2022-06-29,2022-08-07,437.6
2022-06-29,2022-08-07,536.6
2022-06-29,2022-08-07,556.94
2022-06-29,2022-08-07,629.6
2022-06-29,2022-08-07,629.6
2022-06-29,2022-08-07,629.6
2022-06-29,2022-08-07,629.6
2022-06-29,2022-08-07,629.6
2022-06-29,2022-08-07,768.61
2022-06-29,2022-08-07,768.61
2022-06-29,2022-08-07,768.61
2022-06-29,2022-08-07,768.61
2022-06-29,2022-08-08,252.6
2022-06-29,2022-08-08,307.21
2022-06-29,2022-08-08,311.1
2022-06-29,2022-08-08,312.6
2022-06-29,2022-08-08,312.6
2022-06-29,2022-08-08,312.6
2022-06-29,2022-08-08,312.6
2022-06-29,2022-08-08,355.1
2022-06-29,2022-08-08,367.6
2022-06-29,2022-08-08,367.6
2022-06-29,2022-08-08,367.6
2022-06-29,2022-08-08,367.6
2022-06-29,2022-08-08,369.2
2022-06-29,2022-08-08,430.6
2022-06-29,2022-08-08,430.6
2022-06-29,2022-08-08,430.6
2022-06-29,2022-08-08,437.6
2022-06-29,2022-08-08,437.6
2022-06-29,2022-08-08,517.6
2022-06-29,2022-08-08,517.6
2022-06-29,2022-08-08,526.6
2022-06-29,2022-08-08,526.6
2022-06-29,2022-08-08,536.6
2022-06-29,2022-08-08,629.6
2022-06-29,2022-08-08,629.6
2022-06-29,2022-08-08,629.6
2022-06-29,2022-08-08,629.6
2022-06-29,2022-08-08,629.6
2022-06-29,2022-08-08,629.6
2022-06-29,2022-08-08,768.61
2022-06-29,2022-08-09,252.6
2022-06-29,2022-08-09,266.6
2022-06-29,2022-08-09,266.6
2022-06-29,2022-08-09,266.6
2022-06-29,2022-08-09,312.6
2022-06-29,2022-08-09,312.6
2022-06-29,2022-08-09,312.6
2022-06-29,2022-08-09,312.6
2022-06-29,2022-08-09,312.6
2022-06-29,2022-08-09,312.6
2022-06-29,2022-08-09,320.1
2022-06-29,2022-08-09,355.1
2022-06-29,2022-08-09,367.6
2022-06-29,2022-08-09,367.6
2022-06-29,2022-08-09,367.6
2022-06-29,2022-08-09,367.6
2022-06-29,2022-08-09,367.6
2022-06-29,2022-08-09,367.6
2022-06-29,2022-08-09,376.1
2022-06-29,2022-08-09,377.6
2022-06-29,2022-08-09,377.6
2022-06-29,2022-08-09,437.6
2022-06-29,2022-08-09,526.6
2022-06-29,2022-08-09,629.6
2022-06-29,2022-08-09,629.6
2022-06-29,2022-08-09,629.6
2022-06-29,2022-08-09,768.61
2022-06-29,2022-08-09,768.61
2022-06-29,2022-08-09,768.61
2022-06-29,2022-08-09,768.61
2022-06-29,2022-08-09,768.61
2022-06-29,2022-08-09,768.61
2022-06-29,2022-08-10,252.6
2022-06-29,2022-08-10,292.2
2022-06-29,2022-08-10,312.6
2022-06-29,2022-08-10,312.6
2022-06-29,2022-08-10,312.6
2022-06-29,2022-08-10,312.6
2022-06-29,2022-08-10,312.6
2022-06-29,2022-08-10,312.6
2022-06-29,2022-08-10,355.1
2022-06-29,2022-08-10,376.1
2022-06-29,2022-08-10,377.6
2022-06-29,2022-08-10,377.6
2022-06-29,2022-08-10,377.6
2022-06-29,2022-08-10,629.6
2022-06-29,2022-08-10,629.6
2022-06-29,2022-08-10,768.61
2022-06-29,2022-08-10,768.61
2022-06-29,2022-08-10,768.61
2022-06-29,2022-08-10,768.61
2022-06-29,2022-08-10,768.61
2022-06-29,2022-08-10,768.61
2022-06-29,2022-08-10,768.61
2022-06-29,2022-08-11,292.2
2022-06-29,2022-08-11,312.6
2022-06-29,2022-08-11,355.1
2022-06-29,2022-08-11,367.6
2022-06-29,2022-08-11,367.6
2022-06-29,2022-08-11,367.6
2022-06-29,2022-08-11,367.6
2022-06-29,2022-08-11,367.6
2022-06-29,2022-08-11,377.6
2022-06-29,2022-08-11,377.6
2022-06-29,2022-08-11,390.1
2022-06-29,2022-08-11,430.6
2022-06-29,2022-08-11,430.6
2022-06-29,2022-08-11,430.6
2022-06-29,2022-08-11,430.6
2022-06-29,2022-08-11,437.6
2022-06-29,2022-08-11,437.6
2022-06-29,2022-08-11,517.6
2022-06-29,2022-08-11,526.6
2022-06-29,2022-08-11,535.1
2022-06-29,2022-08-11,629.6
2022-06-29,2022-08-11,629.6
2022-06-29,2022-08-11,768.61
2022-06-29,2022-08-11,768.61
2022-06-29,2022-08-11,768.61
2022-06-29,2022-08-11,768.61
2022-06-29,2022-08-11,768.61
2022-06-29,2022-08-11,768.61
2022-06-29,2022-08-12,312.6
2022-06-29,2022-08-12,312.6
2022-06-29,2022-08-12,367.6
2022-06-29,2022-08-12,367.6
2022-06-29,2022-08-12,367.6
2022-06-29,2022-08-12,367.6
2022-06-29,2022-08-12,367.6
2022-06-29,2022-08-12,367.6
2022-06-29,2022-08-12,390.1
2022-06-29,2022-08-12,409.1
2022-06-29,2022-08-12,429.1
2022-06-29,2022-08-12,430.6
2022-06-29,2022-08-12,430.6
2022-06-29,2022-08-12,430.6
2022-06-29,2022-08-12,430.6
2022-06-29,2022-08-12,436.1
2022-06-29,2022-08-12,437.6
2022-06-29,2022-08-12,437.6
2022-06-29,2022-08-12,556.94
2022-06-29,2022-08-12,629.6
2022-06-29,2022-08-12,629.6
2022-06-29,2022-08-12,629.6
2022-06-29,2022-08-12,629.6
2022-06-29,2022-08-12,629.6
2022-06-29,2022-08-12,629.6
2022-06-29,2022-08-12,629.6
2022-06-29,2022-08-12,768.61
2022-06-29,2022-08-12,768.61
2022-06-29,2022-08-13,312.6
2022-06-29,2022-08-13,312.6
2022-06-29,2022-08-13,312.6
2022-06-29,2022-08-13,367.6
2022-06-29,2022-08-13,367.6
2022-06-29,2022-08-13,367.6
2022-06-29,2022-08-13,367.6
2022-06-29,2022-08-13,367.6
2022-06-29,2022-08-13,377.6
2022-06-29,2022-08-13,377.6
2022-06-29,2022-08-13,377.6
2022-06-29,2022-08-13,377.6
2022-06-29,2022-08-13,409.1
2022-06-29,2022-08-13,429.1
2022-06-29,2022-08-13,430.6
2022-06-29,2022-08-13,437.6
2022-06-29,2022-08-13,437.6
2022-06-29,2022-08-13,437.6
2022-06-29,2022-08-13,526.6
2022-06-29,2022-08-13,629.6
2022-06-29,2022-08-13,629.6
2022-06-29,2022-08-13,768.61
2022-06-29,2022-08-13,768.61
2022-06-29,2022-08-13,768.61
2022-06-29,2022-08-13,768.61
2022-06-29,2022-08-13,768.61
2022-06-29,2022-08-13,768.61
2022-06-29,2022-08-13,768.61
2022-06-29,2022-08-13,798.77
2022-06-29,2022-08-13,798.77
2022-06-29,2022-08-14,367.6
2022-06-29,2022-08-14,377.6
2022-06-29,2022-08-14,377.6
2022-06-29,2022-08-14,390.1
2022-06-29,2022-08-14,429.1
2022-06-29,2022-08-14,437.6
2022-06-29,2022-08-14,437.6
2022-06-29,2022-08-14,437.6
2022-06-29,2022-08-14,437.6
2022-06-29,2022-08-14,507.2
2022-06-29,2022-08-14,526.6
2022-06-29,2022-08-14,526.6
2022-06-29,2022-08-14,526.6
2022-06-29,2022-08-14,534.6
2022-06-29,2022-08-14,534.6
2022-06-29,2022-08-14,534.6
2022-06-29,2022-08-14,536.6
2022-06-29,2022-08-14,536.6
2022-06-29,2022-08-14,629.6
2022-06-29,2022-08-14,629.6
2022-06-29,2022-08-14,629.6
2022-06-29,2022-08-14,629.6
2022-06-29,2022-08-14,629.6
2022-06-29,2022-08-14,629.6
2022-06-29,2022-08-14,629.6
2022-06-29,2022-08-14,637.1
2022-06-29,2022-08-14,768.61
2022-06-29,2022-08-14,812.14
2022-06-29,2022-08-14,919.6
2022-06-29,2022-08-15,292.2
2022-06-29,2022-08-15,307.21
2022-06-29,2022-08-15,311.1
2022-06-29,2022-08-15,312.6
2022-06-29,2022-08-15,312.6
2022-06-29,2022-08-15,312.6
2022-06-29,2022-08-15,367.6
2022-06-29,2022-08-15,367.6
2022-06-29,2022-08-15,367.6
2022-06-29,2022-08-15,367.6
2022-06-29,2022-08-15,367.6
2022-06-29,2022-08-15,367.6
2022-06-29,2022-08-15,369.2
2022-06-29,2022-08-15,377.6
2022-06-29,2022-08-15,377.6
2022-06-29,2022-08-15,409.1
2022-06-29,2022-08-15,430.6
2022-06-29,2022-08-15,430.6
2022-06-29,2022-08-15,437.6
2022-06-29,2022-08-15,499.51
2022-06-29,2022-08-15,499.51
2022-06-29,2022-08-15,526.6
2022-06-29,2022-08-15,529.6
2022-06-29,2022-08-15,629.6
2022-06-29,2022-08-15,629.6
2022-06-29,2022-08-15,629.6
2022-06-29,2022-08-15,629.6
2022-06-29,2022-08-15,629.6
2022-06-29,2022-08-15,629.6
2022-06-29,2022-08-15,768.61
2022-06-29,2022-08-15,768.61
2022-06-29,2022-08-15,768.61
2022-06-29,2022-08-16,207.6
2022-06-29,2022-08-16,266.6
2022-06-29,2022-08-16,266.6
2022-06-29,2022-08-16,311.1
2022-06-29,2022-08-16,312.6
2022-06-29,2022-08-16,312.6
2022-06-29,2022-08-16,366.1
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,367.6
2022-06-29,2022-08-16,377.6
2022-06-29,2022-08-16,377.6
2022-06-29,2022-08-16,377.6
2022-06-29,2022-08-16,436.1
2022-06-29,2022-08-16,437.6
2022-06-29,2022-08-16,463.6
2022-06-29,2022-08-16,463.6
2022-06-29,2022-08-16,629.6
2022-06-29,2022-08-16,629.6
2022-06-29,2022-08-16,629.6
2022-06-29,2022-08-16,768.61
2022-06-29,2022-08-16,768.61
2022-06-29,2022-08-16,768.61
2022-06-29,2022-08-16,768.61
2022-06-29,2022-08-16,768.61
2022-06-29,2022-08-16,919.6
2022-06-29,2022-08-17,252.6
2022-06-29,2022-08-17,266.6
2022-06-29,2022-08-17,266.6
2022-06-29,2022-08-17,292.2
2022-06-29,2022-08-17,312.6
2022-06-29,2022-08-17,312.6
2022-06-29,2022-08-17,312.6
2022-06-29,2022-08-17,312.6
2022-06-29,2022-08-17,312.6
2022-06-29,2022-08-17,312.6
2022-06-29,2022-08-17,317.2
2022-06-29,2022-08-17,333.6
2022-06-29,2022-08-17,337.21
2022-06-29,2022-08-17,367.6
2022-06-29,2022-08-17,368.6
2022-06-29,2022-08-17,376.1
2022-06-29,2022-08-17,377.6
2022-06-29,2022-08-17,412.2
2022-06-29,2022-08-17,437.6
2022-06-29,2022-08-17,437.6
2022-06-29,2022-08-17,437.6
2022-06-29,2022-08-17,629.6
2022-06-29,2022-08-17,768.61
2022-06-29,2022-08-17,768.61
2022-06-29,2022-08-17,768.61
2022-06-29,2022-08-17,768.61
2022-06-29,2022-08-17,768.61
2022-06-29,2022-08-17,768.61
2022-06-29,2022-08-17,919.6
2022-06-29,2022-08-17,919.6
2022-06-29,2022-08-18,312.6
2022-06-29,2022-08-18,312.6
2022-06-29,2022-08-18,312.6
2022-06-29,2022-08-18,322.2
2022-06-29,2022-08-18,367.6
2022-06-29,2022-08-18,367.6
2022-06-29,2022-08-18,368.6
2022-06-29,2022-08-18,377.6
2022-06-29,2022-08-18,377.6
2022-06-29,2022-08-18,430.6
2022-06-29,2022-08-18,430.6
2022-06-29,2022-08-18,526.6
2022-06-29,2022-08-18,526.6
2022-06-29,2022-08-18,526.6
2022-06-29,2022-08-18,535.1
2022-06-29,2022-08-18,629.6
2022-06-29,2022-08-18,629.6
2022-06-29,2022-08-18,768.61
2022-06-29,2022-08-18,768.61
2022-06-29,2022-08-18,768.61
2022-06-29,2022-08-18,768.61
2022-06-29,2022-08-18,768.61
2022-06-29,2022-08-18,768.61
2022-06-29,2022-08-18,919.6
2022-06-29,2022-08-19,252.6
2022-06-29,2022-08-19,312.6
2022-06-29,2022-08-19,312.6
2022-06-29,2022-08-19,312.6
2022-06-29,2022-08-19,312.6
2022-06-29,2022-08-19,333.6
2022-06-29,2022-08-19,367.6
2022-06-29,2022-08-19,367.6
2022-06-29,2022-08-19,367.6
2022-06-29,2022-08-19,367.6
2022-06-29,2022-08-19,368.6
2022-06-29,2022-08-19,377.6
2022-06-29,2022-08-19,377.6
2022-06-29,2022-08-19,377.6
2022-06-29,2022-08-19,429.1
2022-06-29,2022-08-19,436.1
2022-06-29,2022-08-19,768.61
2022-06-29,2022-08-19,768.61
2022-06-29,2022-08-19,919.6
2022-06-29,2022-08-19,919.6
2022-06-29,2022-08-19,919.6
2022-06-29,2022-08-19,919.6
2022-06-29,2022-08-19,1148.6
2022-06-29,2022-08-19,1148.6
2022-06-29,2022-08-19,1148.6
2022-06-29,2022-08-20,312.6
2022-06-29,2022-08-20,312.6
2022-06-29,2022-08-20,317.2
2022-06-29,2022-08-20,367.6
2022-06-29,2022-08-20,367.6
2022-06-29,2022-08-20,367.6
2022-06-29,2022-08-20,367.6
2022-06-29,2022-08-20,376.1
2022-06-29,2022-08-20,377.6
2022-06-29,2022-08-20,377.6
2022-06-29,2022-08-20,377.6
2022-06-29,2022-08-20,377.6
2022-06-29,2022-08-20,409.1
2022-06-29,2022-08-20,430.6
2022-06-29,2022-08-20,430.6
2022-06-29,2022-08-20,436.1
2022-06-29,2022-08-20,437.6
2022-06-29,2022-08-20,437.6
2022-06-29,2022-08-20,437.6
2022-06-29,2022-08-20,461.61
2022-06-29,2022-08-20,777.27
2022-06-29,2022-08-20,777.27
2022-06-29,2022-08-20,919.6
2022-06-29,2022-08-20,919.6
2022-06-29,2022-08-20,919.6
2022-06-29,2022-08-20,1148.6
2022-06-29,2022-08-20,1148.6
2022-06-29,2022-08-20,1148.6
2022-06-29,2022-08-20,1148.6
2022-06-29,2022-08-20,1148.6
2022-06-29,2022-08-20,2364.6
2022-06-29,2022-08-21,312.6
2022-06-29,2022-08-21,312.6
2022-06-29,2022-08-21,367.6
2022-06-29,2022-08-21,367.6
2022-06-29,2022-08-21,367.6
2022-06-29,2022-08-21,392.21
2022-06-29,2022-08-21,429.1
2022-06-29,2022-08-21,430.6
2022-06-29,2022-08-21,430.6
2022-06-29,2022-08-21,430.6
2022-06-29,2022-08-21,430.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,437.6
2022-06-29,2022-08-21,491.6
2022-06-29,2022-08-21,526.59
2022-06-29,2022-08-21,526.6
2022-06-29,2022-08-21,526.6
2022-06-29,2022-08-21,535.44
2022-06-29,2022-08-21,768.61
2022-06-29,2022-08-21,768.61
2022-06-29,2022-08-21,768.61
2022-06-29,2022-08-21,919.6
2022-06-29,2022-08-21,919.6
2022-06-29,2022-08-21,1148.6
2022-06-29,2022-08-21,1148.6
2022-06-29,2022-08-21,1148.6
2022-06-29,2022-08-21,1148.6
2022-06-29,2022-08-22,311.1
2022-06-29,2022-08-22,312.6
2022-06-29,2022-08-22,312.6
2022-06-29,2022-08-22,312.6
2022-06-29,2022-08-22,367.6
2022-06-29,2022-08-22,367.6
2022-06-29,2022-08-22,377.6
2022-06-29,2022-08-22,377.6
2022-06-29,2022-08-22,377.6
2022-06-29,2022-08-22,409.1
2022-06-29,2022-08-22,430.6
2022-06-29,2022-08-22,437.6
2022-06-29,2022-08-22,437.6
2022-06-29,2022-08-22,437.6
2022-06-29,2022-08-22,437.6
2022-06-29,2022-08-22,437.6
2022-06-29,2022-08-22,437.6
2022-06-29,2022-08-22,437.6
2022-06-29,2022-08-22,499.51
2022-06-29,2022-08-22,499.51
2022-06-29,2022-08-22,517.6
2022-06-29,2022-08-22,526.6
2022-06-29,2022-08-22,529.6
2022-06-29,2022-08-22,536.6
2022-06-29,2022-08-22,629.6
2022-06-29,2022-08-22,629.6
2022-06-29,2022-08-22,629.6
2022-06-29,2022-08-22,768.61
2022-06-29,2022-08-22,768.61
2022-06-29,2022-08-22,919.6
2022-06-29,2022-08-22,919.6
2022-06-29,2022-08-22,919.6
2022-06-29,2022-08-23,207.6
2022-06-29,2022-08-23,266.6
2022-06-29,2022-08-23,266.6
2022-06-29,2022-08-23,266.6
2022-06-29,2022-08-23,272.2
2022-06-29,2022-08-23,311.1
2022-06-29,2022-08-23,312.6
2022-06-29,2022-08-23,312.6
2022-06-29,2022-08-23,312.6
2022-06-29,2022-08-23,312.6
2022-06-29,2022-08-23,312.6
2022-06-29,2022-08-23,312.6
2022-06-29,2022-08-23,333.6
2022-06-29,2022-08-23,366.1
2022-06-29,2022-08-23,367.6
2022-06-29,2022-08-23,367.6
2022-06-29,2022-08-23,367.6
2022-06-29,2022-08-23,367.6
2022-06-29,2022-08-23,367.6
2022-06-29,2022-08-23,367.6
2022-06-29,2022-08-23,367.6
2022-06-29,2022-08-23,368.6
2022-06-29,2022-08-23,377.6
2022-06-29,2022-08-23,377.6
2022-06-29,2022-08-23,768.61
2022-06-29,2022-08-23,768.61
2022-06-29,2022-08-23,768.61
2022-06-29,2022-08-23,919.6
2022-06-29,2022-08-23,1148.6
2022-06-29,2022-08-23,1148.6
2022-06-29,2022-08-23,1148.6
2022-06-29,2022-08-23,1148.6
2022-06-29,2022-08-23,1148.6
2022-06-29,2022-08-24,252.6
2022-06-29,2022-08-24,266.6
2022-06-29,2022-08-24,266.6
2022-06-29,2022-08-24,277.2
2022-06-29,2022-08-24,311.1
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,312.6
2022-06-29,2022-08-24,366.1
2022-06-29,2022-08-24,367.6
2022-06-29,2022-08-24,368.6
2022-06-29,2022-08-24,369.2
2022-06-29,2022-08-24,437.6
2022-06-29,2022-08-24,437.6
2022-06-29,2022-08-24,768.61
2022-06-29,2022-08-24,768.61
2022-06-29,2022-08-24,919.6
2022-06-29,2022-08-24,1148.6
2022-06-29,2022-08-24,1148.6
2022-06-29,2022-08-24,1148.6
2022-06-29,2022-08-24,1148.6
2022-06-29,2022-08-24,1148.6
2022-06-29,2022-08-24,1148.6
2022-06-29,2022-08-25,312.6
2022-06-29,2022-08-25,312.6
2022-06-29,2022-08-25,312.6
2022-06-29,2022-08-25,312.6
2022-06-29,2022-08-25,312.6
2022-06-29,2022-08-25,317.2
2022-06-29,2022-08-25,366.1
2022-06-29,2022-08-25,367.6
2022-06-29,2022-08-25,367.6
2022-06-29,2022-08-25,367.6
2022-06-29,2022-08-25,367.6
2022-06-29,2022-08-25,367.6
2022-06-29,2022-08-25,377.6
2022-06-29,2022-08-25,377.6
2022-06-29,2022-08-25,430.6
2022-06-29,2022-08-25,436.1
2022-06-29,2022-08-25,436.1
2022-06-29,2022-08-25,436.1
2022-06-29,2022-08-25,437.6
2022-06-29,2022-08-25,437.6
2022-06-29,2022-08-25,437.6
2022-06-29,2022-08-25,499.51
2022-06-29,2022-08-25,499.51
2022-06-29,2022-08-25,535.1
2022-06-29,2022-08-25,919.6
2022-06-29,2022-08-25,919.6
2022-06-29,2022-08-25,919.6
2022-06-29,2022-08-25,1148.6
2022-06-29,2022-08-25,1148.6
2022-06-29,2022-08-25,1148.6
2022-06-29,2022-08-25,1148.6
2022-06-29,2022-08-25,1148.6
2022-06-29,2022-08-25,1148.6
2022-06-29,2022-08-26,252.6
2022-06-29,2022-08-26,298.6
2022-06-29,2022-08-26,366.1
2022-06-29,2022-08-26,366.1
2022-06-29,2022-08-26,368.6
2022-06-29,2022-08-26,377.6
2022-06-29,2022-08-26,429.1
2022-06-29,2022-08-26,430.6
2022-06-29,2022-08-26,430.6
2022-06-29,2022-08-26,430.6
2022-06-29,2022-08-26,430.6
2022-06-29,2022-08-26,436.1
2022-06-29,2022-08-26,526.6
2022-06-29,2022-08-26,919.6
2022-06-29,2022-08-26,919.6
2022-06-29,2022-08-26,919.6
2022-06-29,2022-08-26,919.6
2022-06-29,2022-08-26,1148.6
2022-06-29,2022-08-26,1148.6
2022-06-29,2022-08-26,1148.6
2022-06-29,2022-08-26,1148.6
2022-06-29,2022-08-26,1148.6
2022-06-29,2022-08-27,311.1
2022-06-29,2022-08-27,312.6
2022-06-29,2022-08-27,312.6
2022-06-29,2022-08-27,312.6
2022-06-29,2022-08-27,312.6
2022-06-29,2022-08-27,312.6
2022-06-29,2022-08-27,312.6
2022-06-29,2022-08-27,312.6
2022-06-29,2022-08-27,366.1
2022-06-29,2022-08-27,366.1
2022-06-29,2022-08-27,367.6
2022-06-29,2022-08-27,367.6
2022-06-29,2022-08-27,367.6
2022-06-29,2022-08-27,367.6
2022-06-29,2022-08-27,367.6
2022-06-29,2022-08-27,367.6
2022-06-29,2022-08-27,367.6
2022-06-29,2022-08-27,377.6
2022-06-29,2022-08-27,377.6
2022-06-29,2022-08-27,377.6
2022-06-29,2022-08-27,377.6
2022-06-29,2022-08-27,377.6
2022-06-29,2022-08-27,430.6
2022-06-29,2022-08-27,526.45
2022-06-29,2022-08-27,532.09
2022-06-29,2022-08-27,541.1
2022-06-29,2022-08-27,919.6
2022-06-29,2022-08-27,919.6
2022-06-29,2022-08-27,919.6
2022-06-29,2022-08-27,1148.6
2022-06-29,2022-08-27,1148.6
2022-06-29,2022-08-27,1148.6
2022-06-29,2022-08-27,1148.6
2022-06-29,2022-08-27,1148.6
2022-06-29,2022-08-27,1148.6
2022-06-29,2022-08-28,367.6
2022-06-29,2022-08-28,367.6
2022-06-29,2022-08-28,376.1
2022-06-29,2022-08-28,377.6
2022-06-29,2022-08-28,377.6
2022-06-29,2022-08-28,392.21
2022-06-29,2022-08-28,430.6
2022-06-29,2022-08-28,430.6
2022-06-29,2022-08-28,430.6
2022-06-29,2022-08-28,430.6
2022-06-29,2022-08-28,436.1
2022-06-29,2022-08-28,436.1
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,437.6
2022-06-29,2022-08-28,525.1
2022-06-29,2022-08-28,526.6
2022-06-29,2022-08-28,535.44
2022-06-29,2022-08-28,535.44
2022-06-29,2022-08-28,768.61
2022-06-29,2022-08-28,768.61
2022-06-29,2022-08-28,1148.6
2022-06-29,2022-08-28,1148.6
2022-06-29,2022-08-28,1148.6
2022-06-29,2022-08-28,1148.6
2022-06-29,2022-08-28,1148.6
2022-06-29,2022-08-28,1148.6
2022-06-29,2022-08-28,1148.6
2022-06-30,2022-07-01,395.6
2022-06-30,2022-07-01,395.6
2022-06-30,2022-07-01,395.6
2022-06-30,2022-07-01,442.6
2022-06-30,2022-07-01,442.6
2022-06-30,2022-07-01,517.6
2022-06-30,2022-07-01,556.94
2022-06-30,2022-07-01,556.94
2022-06-30,2022-07-01,818.6
2022-06-30,2022-07-01,818.6
2022-06-30,2022-07-01,818.6
2022-06-30,2022-07-01,818.6
2022-06-30,2022-07-01,818.6
2022-06-30,2022-07-01,818.6
2022-06-30,2022-07-01,818.6
2022-06-30,2022-07-01,3414.6
2022-06-30,2022-07-02,337.6
2022-06-30,2022-07-02,337.6
2022-06-30,2022-07-02,337.6
2022-06-30,2022-07-02,337.6
2022-06-30,2022-07-02,337.6
2022-06-30,2022-07-02,337.6
2022-06-30,2022-07-02,337.6
2022-06-30,2022-07-02,346.11
2022-06-30,2022-07-02,347.61
2022-06-30,2022-07-02,347.61
2022-06-30,2022-07-02,347.61
2022-06-30,2022-07-02,347.61
2022-06-30,2022-07-02,347.61
2022-06-30,2022-07-02,357.19
2022-06-30,2022-07-02,367.6
2022-06-30,2022-07-02,367.6
2022-06-30,2022-07-02,390.1
2022-06-30,2022-07-02,433.6
2022-06-30,2022-07-02,433.6
2022-06-30,2022-07-02,433.6
2022-06-30,2022-07-02,441.1
2022-06-30,2022-07-02,441.1
2022-06-30,2022-07-02,442.6
2022-06-30,2022-07-02,442.6
2022-06-30,2022-07-02,517.6
2022-06-30,2022-07-02,517.6
2022-06-30,2022-07-02,517.6
2022-06-30,2022-07-02,517.6
2022-06-30,2022-07-02,547.95
2022-06-30,2022-07-02,1148.6
2022-06-30,2022-07-02,1412.61
2022-06-30,2022-07-02,3414.6
2022-06-30,2022-07-03,278.1
2022-06-30,2022-07-03,279.6
2022-06-30,2022-07-03,279.6
2022-06-30,2022-07-03,279.6
2022-06-30,2022-07-03,336.1
2022-06-30,2022-07-03,336.1
2022-06-30,2022-07-03,336.1
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,337.6
2022-06-30,2022-07-03,347.61
2022-06-30,2022-07-03,347.61
2022-06-30,2022-07-03,366.1
2022-06-30,2022-07-03,367.6
2022-06-30,2022-07-03,367.6
2022-06-30,2022-07-03,390.1
2022-06-30,2022-07-03,390.1
2022-06-30,2022-07-03,433.6
2022-06-30,2022-07-03,433.6
2022-06-30,2022-07-03,433.6
2022-06-30,2022-07-03,433.6
2022-06-30,2022-07-03,433.6
2022-06-30,2022-07-03,517.6
2022-06-30,2022-07-03,517.6
2022-06-30,2022-07-03,517.6
2022-06-30,2022-07-03,517.6
2022-06-30,2022-07-03,1706.6
2022-06-30,2022-07-04,279.6
2022-06-30,2022-07-04,279.6
2022-06-30,2022-07-04,279.6
2022-06-30,2022-07-04,279.6
2022-06-30,2022-07-04,336.1
2022-06-30,2022-07-04,336.1
2022-06-30,2022-07-04,336.1
2022-06-30,2022-07-04,336.1
2022-06-30,2022-07-04,336.1
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
2022-06-30,2022-07-04,337.6
