searchDate,flightDate,totalFare
2022-04-17,2022-06-01,272.6
2022-04-17,2022-06-01,281.6
2022-04-17,2022-06-01,281.6
2022-04-17,2022-06-01,281.6
2022-04-17,2022-06-01,328.6
2022-04-17,2022-06-01,328.6
2022-04-17,2022-06-01,328.6
2022-04-17,2022-06-01,328.6
2022-04-17,2022-06-01,337.6
2022-04-17,2022-06-01,337.6
2022-04-17,2022-06-01,337.6
2022-04-17,2022-06-01,337.6
2022-04-17,2022-06-01,337.6
2022-04-17,2022-06-01,337.6
2022-04-17,2022-06-01,378.6
2022-04-17,2022-06-01,406.6
2022-04-17,2022-06-01,449.35
2022-04-17,2022-06-01,498.6
2022-04-17,2022-06-01,498.6
2022-04-17,2022-06-01,498.6
2022-04-17,2022-06-01,507.6
2022-04-17,2022-06-02,281.6
2022-04-17,2022-06-02,281.6
2022-04-17,2022-06-02,281.6
2022-04-17,2022-06-02,328.6
2022-04-17,2022-06-02,328.6
2022-04-17,2022-06-02,337.1
2022-04-17,2022-06-02,337.6
2022-04-17,2022-06-02,337.6
2022-04-17,2022-06-02,337.6
2022-04-17,2022-06-02,337.6
2022-04-17,2022-06-02,406.6
2022-04-17,2022-06-02,406.6
2022-04-17,2022-06-02,406.6
2022-04-17,2022-06-02,406.6
2022-04-17,2022-06-02,415.6
2022-04-17,2022-06-02,449.35
2022-04-17,2022-06-02,498.6
2022-04-17,2022-06-02,498.6
2022-04-17,2022-06-02,498.6
2022-04-17,2022-06-02,501.6
2022-04-17,2022-06-03,272.6
2022-04-17,2022-06-03,272.6
2022-04-17,2022-06-03,283.35
2022-04-17,2022-06-03,319.35
2022-04-17,2022-06-03,319.35
2022-04-17,2022-06-03,328.6
2022-04-17,2022-06-03,337.6
2022-04-17,2022-06-03,337.6
2022-04-17,2022-06-03,337.6
2022-04-17,2022-06-03,361.6
2022-04-17,2022-06-03,378.6
2022-04-17,2022-06-03,406.6
2022-04-17,2022-06-03,406.6
2022-04-17,2022-06-03,415.6
2022-04-17,2022-06-03,415.6
2022-04-17,2022-06-03,451.1
2022-04-17,2022-06-03,452.6
2022-04-17,2022-06-03,452.6
2022-04-17,2022-06-03,498.6
2022-04-17,2022-06-03,498.6
2022-04-17,2022-06-03,498.6
2022-04-17,2022-06-03,498.6
2022-04-17,2022-06-03,543.6
2022-04-17,2022-06-03,672.6
2022-04-17,2022-06-04,272.6
2022-04-17,2022-06-04,281.6
2022-04-17,2022-06-04,319.35
2022-04-17,2022-06-04,341.61
2022-04-17,2022-06-04,348.6
2022-04-17,2022-06-04,357.6
2022-04-17,2022-06-04,357.6
2022-04-17,2022-06-04,357.6
2022-04-17,2022-06-04,359.35
2022-04-17,2022-06-04,406.6
2022-04-17,2022-06-04,406.6
2022-04-17,2022-06-04,406.6
2022-04-17,2022-06-04,406.6
2022-04-17,2022-06-04,407.1
2022-04-17,2022-06-04,415.6
2022-04-17,2022-06-04,415.6
2022-04-17,2022-06-04,415.6
2022-04-17,2022-06-04,437.21
2022-04-17,2022-06-04,443.22
2022-04-17,2022-06-04,482.6
2022-04-17,2022-06-04,482.6
2022-04-17,2022-06-04,482.6
2022-04-17,2022-06-04,573.6
2022-04-17,2022-06-04,623.6
2022-04-17,2022-06-04,623.6
2022-04-17,2022-06-04,623.6
2022-04-17,2022-06-05,348.6
2022-04-17,2022-06-05,348.6
2022-04-17,2022-06-05,348.6
2022-04-17,2022-06-05,348.6
2022-04-17,2022-06-05,357.6
2022-04-17,2022-06-05,359.35
2022-04-17,2022-06-05,359.35
2022-04-17,2022-06-05,406.6
2022-04-17,2022-06-05,406.6
2022-04-17,2022-06-05,406.6
2022-04-17,2022-06-05,417.1
2022-04-17,2022-06-05,418.6
2022-04-17,2022-06-05,449.35
2022-04-17,2022-06-05,449.71
2022-04-17,2022-06-05,492.6
2022-04-17,2022-06-05,498.6
2022-04-17,2022-06-05,498.6
2022-04-17,2022-06-05,581.6
2022-04-17,2022-06-06,271.6
2022-04-17,2022-06-06,281.6
2022-04-17,2022-06-06,281.6
2022-04-17,2022-06-06,281.6
2022-04-17,2022-06-06,281.6
2022-04-17,2022-06-06,281.6
2022-04-17,2022-06-06,281.6
2022-04-17,2022-06-06,357.6
2022-04-17,2022-06-06,357.6
2022-04-17,2022-06-06,357.6
2022-04-17,2022-06-06,357.6
2022-04-17,2022-06-06,357.6
2022-04-17,2022-06-06,357.6
2022-04-17,2022-06-06,359.35
2022-04-17,2022-06-06,402.1
2022-04-17,2022-06-06,406.6
2022-04-17,2022-06-06,406.6
2022-04-17,2022-06-06,406.6
2022-04-17,2022-06-06,406.6
2022-04-17,2022-06-06,406.6
2022-04-17,2022-06-06,414.1
2022-04-17,2022-06-06,415.6
2022-04-17,2022-06-06,415.6
2022-04-17,2022-06-06,415.6
2022-04-17,2022-06-06,449.35
2022-04-17,2022-06-06,477.61
2022-04-17,2022-06-06,477.61
2022-04-17,2022-06-06,477.61
2022-04-17,2022-06-06,491.61
2022-04-17,2022-06-06,498.6
2022-04-17,2022-06-06,498.6
2022-04-17,2022-06-06,498.6
2022-04-17,2022-06-06,498.6
2022-04-17,2022-06-06,506.1
2022-04-17,2022-06-06,507.6
2022-04-17,2022-06-07,272.6
2022-04-17,2022-06-07,272.6
2022-04-17,2022-06-07,272.6
2022-04-17,2022-06-07,281.6
2022-04-17,2022-06-07,281.6
2022-04-17,2022-06-07,281.6
2022-04-17,2022-06-07,281.6
2022-04-17,2022-06-07,281.6
2022-04-17,2022-06-07,311.6
2022-04-17,2022-06-07,312.21
2022-04-17,2022-06-07,319.35
2022-04-17,2022-06-07,328.6
2022-04-17,2022-06-07,328.6
2022-04-17,2022-06-07,328.6
2022-04-17,2022-06-07,328.6
2022-04-17,2022-06-07,337.6
2022-04-17,2022-06-07,337.6
2022-04-17,2022-06-07,337.6
2022-04-17,2022-06-07,359.35
2022-04-17,2022-06-07,377.1
2022-04-17,2022-06-07,378.6
2022-04-17,2022-06-07,378.6
2022-04-17,2022-06-07,378.6
2022-04-17,2022-06-07,378.6
2022-04-17,2022-06-07,498.6
2022-04-17,2022-06-07,623.6
2022-04-17,2022-06-08,272.6
2022-04-17,2022-06-08,281.6
2022-04-17,2022-06-08,281.6
2022-04-17,2022-06-08,282.2
2022-04-17,2022-06-08,328.6
2022-04-17,2022-06-08,328.6
2022-04-17,2022-06-08,337.6
2022-04-17,2022-06-08,337.6
2022-04-17,2022-06-08,337.6
2022-04-17,2022-06-08,337.6
2022-04-17,2022-06-08,337.6
2022-04-17,2022-06-08,337.6
2022-04-17,2022-06-08,337.6
2022-04-17,2022-06-08,377.1
2022-04-17,2022-06-08,378.6
2022-04-17,2022-06-08,378.6
2022-04-17,2022-06-08,378.6
2022-04-17,2022-06-08,378.6
2022-04-17,2022-06-08,406.6
2022-04-17,2022-06-08,406.6
2022-04-17,2022-06-08,406.6
2022-04-17,2022-06-08,406.6
2022-04-17,2022-06-08,415.6
2022-04-17,2022-06-08,498.6
2022-04-17,2022-06-08,498.6
2022-04-17,2022-06-09,281.6
2022-04-17,2022-06-09,281.6
2022-04-17,2022-06-09,336.61
2022-04-17,2022-06-09,348.6
2022-04-17,2022-06-09,352.21
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,357.6
2022-04-17,2022-06-09,372.21
2022-04-17,2022-06-09,403.6
2022-04-17,2022-06-09,406.6
2022-04-17,2022-06-09,406.6
2022-04-17,2022-06-09,415.6
2022-04-17,2022-06-09,415.6
2022-04-17,2022-06-09,415.6
2022-04-17,2022-06-09,449.35
2022-04-17,2022-06-09,477.61
2022-04-17,2022-06-09,498.6
2022-04-17,2022-06-09,498.6
2022-04-17,2022-06-09,498.6
2022-04-17,2022-06-09,498.6
2022-04-17,2022-06-09,498.6
2022-04-17,2022-06-09,551.61
2022-04-17,2022-06-09,623.6
2022-04-17,2022-06-10,271.6
2022-04-17,2022-06-10,348.6
2022-04-17,2022-06-10,348.6
2022-04-17,2022-06-10,352.21
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,357.6
2022-04-17,2022-06-10,372.21
2022-04-17,2022-06-10,372.21
2022-04-17,2022-06-10,372.21
2022-04-17,2022-06-10,403.6
2022-04-17,2022-06-10,406.6
2022-04-17,2022-06-10,406.6
2022-04-17,2022-06-10,477.61
2022-04-17,2022-06-10,477.61
2022-04-17,2022-06-10,478.21
2022-04-17,2022-06-10,497.61
2022-04-17,2022-06-10,498.6
2022-04-17,2022-06-10,498.6
2022-04-17,2022-06-10,498.6
2022-04-17,2022-06-10,498.6
2022-04-17,2022-06-10,498.6
2022-04-17,2022-06-10,507.6
2022-04-17,2022-06-10,551.61
2022-04-17,2022-06-10,567.1
2022-04-17,2022-06-11,276.6
2022-04-17,2022-06-11,281.6
2022-04-17,2022-06-11,281.6
2022-04-17,2022-06-11,340.11
2022-04-17,2022-06-11,357.6
2022-04-17,2022-06-11,357.6
2022-04-17,2022-06-11,357.6
2022-04-17,2022-06-11,357.6
2022-04-17,2022-06-11,357.6
2022-04-17,2022-06-11,359.35
2022-04-17,2022-06-11,408.6
2022-04-17,2022-06-11,408.6
2022-04-17,2022-06-11,408.6
2022-04-17,2022-06-11,408.6
2022-04-17,2022-06-11,415.6
2022-04-17,2022-06-11,415.6
2022-04-17,2022-06-11,415.6
2022-04-17,2022-06-11,415.6
2022-04-17,2022-06-11,447.2
2022-04-17,2022-06-11,482.6
2022-04-17,2022-06-11,498.6
2022-04-17,2022-06-11,498.6
2022-04-17,2022-06-11,498.6
2022-04-17,2022-06-11,498.6
2022-04-17,2022-06-11,507.6
2022-04-17,2022-06-11,623.6
2022-04-17,2022-06-11,623.6
2022-04-17,2022-06-11,623.6
2022-04-17,2022-06-11,623.6
2022-04-17,2022-06-11,623.6
2022-04-17,2022-06-12,357.6
2022-04-17,2022-06-12,357.6
2022-04-17,2022-06-12,402.2
2022-04-17,2022-06-12,406.6
2022-04-17,2022-06-12,406.6
2022-04-17,2022-06-12,415.6
2022-04-17,2022-06-12,415.6
2022-04-17,2022-06-12,418.6
2022-04-17,2022-06-12,476.21
2022-04-17,2022-06-12,476.21
2022-04-17,2022-06-12,491.1
2022-04-17,2022-06-12,492.6
2022-04-17,2022-06-12,492.6
2022-04-17,2022-06-12,492.6
2022-04-17,2022-06-12,492.6
2022-04-17,2022-06-12,498.6
2022-04-17,2022-06-12,498.6
2022-04-17,2022-06-12,498.6
2022-04-17,2022-06-12,498.6
2022-04-17,2022-06-12,498.6
2022-04-17,2022-06-12,498.6
2022-04-17,2022-06-12,498.6
2022-04-17,2022-06-12,507.6
2022-04-17,2022-06-12,507.6
2022-04-17,2022-06-12,507.6
2022-04-17,2022-06-12,527.21
2022-04-17,2022-06-12,558.61
2022-04-17,2022-06-12,583.6
2022-04-17,2022-06-12,601.1
2022-04-17,2022-06-13,271.6
2022-04-17,2022-06-13,281.6
2022-04-17,2022-06-13,281.6
2022-04-17,2022-06-13,357.6
2022-04-17,2022-06-13,357.6
2022-04-17,2022-06-13,357.6
2022-04-17,2022-06-13,357.6
2022-04-17,2022-06-13,357.6
2022-04-17,2022-06-13,357.6
2022-04-17,2022-06-13,363.2
2022-04-17,2022-06-13,406.6
2022-04-17,2022-06-13,406.6
2022-04-17,2022-06-13,415.6
2022-04-17,2022-06-13,415.6
2022-04-17,2022-06-13,415.6
2022-04-17,2022-06-13,415.6
2022-04-17,2022-06-13,449.35
2022-04-17,2022-06-13,449.35
2022-04-17,2022-06-13,476.11
2022-04-17,2022-06-13,477.61
2022-04-17,2022-06-13,477.61
2022-04-17,2022-06-13,482.61
2022-04-17,2022-06-13,498.6
2022-04-17,2022-06-13,498.6
2022-04-17,2022-06-13,498.6
2022-04-17,2022-06-13,498.6
2022-04-17,2022-06-13,498.6
2022-04-17,2022-06-13,506.1
2022-04-17,2022-06-13,513.61
2022-04-17,2022-06-13,623.6
2022-04-17,2022-06-13,623.6
2022-04-17,2022-06-14,281.6
2022-04-17,2022-06-14,281.6
2022-04-17,2022-06-14,310.1
2022-04-17,2022-06-14,311.6
2022-04-17,2022-06-14,328.6
2022-04-17,2022-06-14,328.6
2022-04-17,2022-06-14,328.6
2022-04-17,2022-06-14,328.6
2022-04-17,2022-06-14,337.6
2022-04-17,2022-06-14,337.6
2022-04-17,2022-06-14,337.6
2022-04-17,2022-06-14,359.35
2022-04-17,2022-06-14,378.6
2022-04-17,2022-06-14,378.6
2022-04-17,2022-06-14,378.6
2022-04-17,2022-06-14,406.6
2022-04-17,2022-06-14,406.6
2022-04-17,2022-06-14,452.6
2022-04-17,2022-06-14,498.6
2022-04-17,2022-06-14,623.6
2022-04-17,2022-06-14,623.6
2022-04-17,2022-06-15,272.2
2022-04-17,2022-06-15,281.6
2022-04-17,2022-06-15,328.6
2022-04-17,2022-06-15,337.6
2022-04-17,2022-06-15,337.6
2022-04-17,2022-06-15,378.6
2022-04-17,2022-06-15,378.6
2022-04-17,2022-06-15,391.61
2022-04-17,2022-06-15,406.6
2022-04-17,2022-06-15,406.6
2022-04-17,2022-06-15,406.6
2022-04-17,2022-06-15,406.6
2022-04-17,2022-06-15,415.6
2022-04-17,2022-06-15,415.6
2022-04-17,2022-06-15,415.6
2022-04-17,2022-06-15,415.6
2022-04-17,2022-06-15,415.6
2022-04-17,2022-06-15,451.1
2022-04-17,2022-06-15,452.6
2022-04-17,2022-06-15,452.6
2022-04-17,2022-06-15,498.6
2022-04-17,2022-06-15,498.6
2022-04-17,2022-06-15,498.6
2022-04-17,2022-06-15,623.6
2022-04-17,2022-06-16,336.61
2022-04-17,2022-06-16,352.21
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,357.6
2022-04-17,2022-06-16,372.21
2022-04-17,2022-06-16,406.6
2022-04-17,2022-06-16,412.6
2022-04-17,2022-06-16,415.6
2022-04-17,2022-06-16,415.6
2022-04-17,2022-06-16,449.35
2022-04-17,2022-06-16,449.35
2022-04-17,2022-06-16,476.11
2022-04-17,2022-06-16,477.61
2022-04-17,2022-06-16,498.6
2022-04-17,2022-06-16,498.6
2022-04-17,2022-06-16,498.6
2022-04-17,2022-06-16,498.6
2022-04-17,2022-06-16,498.6
2022-04-17,2022-06-16,498.6
2022-04-17,2022-06-16,551.61
2022-04-17,2022-06-16,623.6
2022-04-17,2022-06-16,623.6
2022-04-18,2022-06-01,272.6
2022-04-18,2022-06-01,281.6
2022-04-18,2022-06-01,328.6
2022-04-18,2022-06-01,328.6
2022-04-18,2022-06-01,328.6
2022-04-18,2022-06-01,337.6
2022-04-18,2022-06-01,337.6
2022-04-18,2022-06-01,337.6
2022-04-18,2022-06-01,337.6
2022-04-18,2022-06-01,337.6
2022-04-18,2022-06-01,337.6
2022-04-18,2022-06-01,378.6
2022-04-18,2022-06-01,408.6
2022-04-18,2022-06-01,408.6
2022-04-18,2022-06-01,408.6
2022-04-18,2022-06-01,417.6
2022-04-18,2022-06-01,417.6
2022-04-18,2022-06-01,417.6
2022-04-18,2022-06-01,449.35
2022-04-18,2022-06-01,449.35
2022-04-18,2022-06-01,498.6
2022-04-18,2022-06-01,498.6
2022-04-18,2022-06-02,328.6
2022-04-18,2022-06-02,328.6
2022-04-18,2022-06-02,328.6
2022-04-18,2022-06-02,337.6
2022-04-18,2022-06-02,337.6
2022-04-18,2022-06-02,337.6
2022-04-18,2022-06-02,337.6
2022-04-18,2022-06-02,337.6
2022-04-18,2022-06-02,337.6
2022-04-18,2022-06-02,337.6
2022-04-18,2022-06-02,338.1
2022-04-18,2022-06-02,342.7
2022-04-18,2022-06-02,378.6
2022-04-18,2022-06-02,408.6
2022-04-18,2022-06-02,408.6
2022-04-18,2022-06-02,408.6
2022-04-18,2022-06-02,408.6
2022-04-18,2022-06-02,408.6
2022-04-18,2022-06-02,417.6
2022-04-18,2022-06-02,417.6
2022-04-18,2022-06-02,417.6
2022-04-18,2022-06-02,425.61
2022-04-18,2022-06-02,449.35
2022-04-18,2022-06-02,613.6
2022-04-18,2022-06-03,272.6
2022-04-18,2022-06-03,281.6
2022-04-18,2022-06-03,281.6
2022-04-18,2022-06-03,311.6
2022-04-18,2022-06-03,319.35
2022-04-18,2022-06-03,319.35
2022-04-18,2022-06-03,328.6
2022-04-18,2022-06-03,328.6
2022-04-18,2022-06-03,337.6
2022-04-18,2022-06-03,337.6
2022-04-18,2022-06-03,337.6
2022-04-18,2022-06-03,337.6
2022-04-18,2022-06-03,337.6
2022-04-18,2022-06-03,337.6
2022-04-18,2022-06-03,359.35
2022-04-18,2022-06-03,408.6
2022-04-18,2022-06-03,408.6
2022-04-18,2022-06-03,408.6
2022-04-18,2022-06-03,417.6
2022-04-18,2022-06-03,451.1
2022-04-18,2022-06-03,452.6
2022-04-18,2022-06-03,498.6
2022-04-18,2022-06-03,498.6
2022-04-18,2022-06-03,498.6
2022-04-18,2022-06-03,543.6
2022-04-18,2022-06-04,272.6
2022-04-18,2022-06-04,281.6
2022-04-18,2022-06-04,328.6
2022-04-18,2022-06-04,337.6
2022-04-18,2022-06-04,337.6
2022-04-18,2022-06-04,337.6
2022-04-18,2022-06-04,341.61
2022-04-18,2022-06-04,359.35
2022-04-18,2022-06-04,359.35
2022-04-18,2022-06-04,408.6
2022-04-18,2022-06-04,408.6
2022-04-18,2022-06-04,408.6
2022-04-18,2022-06-04,408.6
2022-04-18,2022-06-04,417.6
2022-04-18,2022-06-04,437.21
2022-04-18,2022-06-04,443.22
2022-04-18,2022-06-04,481.1
2022-04-18,2022-06-04,482.6
2022-04-18,2022-06-04,482.6
2022-04-18,2022-06-04,482.6
2022-04-18,2022-06-04,498.6
2022-04-18,2022-06-04,573.6
2022-04-18,2022-06-04,613.6
2022-04-18,2022-06-04,613.6
2022-04-18,2022-06-05,337.6
2022-04-18,2022-06-05,359.35
2022-04-18,2022-06-05,408.6
2022-04-18,2022-06-05,408.6
2022-04-18,2022-06-05,408.6
2022-04-18,2022-06-05,408.6
2022-04-18,2022-06-05,408.6
2022-04-18,2022-06-05,417.1
2022-04-18,2022-06-05,417.6
2022-04-18,2022-06-05,417.6
2022-04-18,2022-06-05,417.6
2022-04-18,2022-06-05,417.6
2022-04-18,2022-06-05,417.6
2022-04-18,2022-06-05,417.6
2022-04-18,2022-06-05,417.6
2022-04-18,2022-06-05,449.35
2022-04-18,2022-06-05,449.71
2022-04-18,2022-06-05,480.6
2022-04-18,2022-06-05,492.2
2022-04-18,2022-06-05,492.6
2022-04-18,2022-06-05,492.6
2022-04-18,2022-06-05,493.2
2022-04-18,2022-06-05,493.2
2022-04-18,2022-06-05,498.6
2022-04-18,2022-06-05,498.6
2022-04-18,2022-06-05,507.6
2022-04-18,2022-06-05,581.6
2022-04-18,2022-06-05,581.6
2022-04-18,2022-06-05,583.6
2022-04-18,2022-06-05,613.6
2022-04-18,2022-06-05,613.6
2022-04-18,2022-06-06,271.6
2022-04-18,2022-06-06,281.6
2022-04-18,2022-06-06,281.6
2022-04-18,2022-06-06,281.6
2022-04-18,2022-06-06,281.6
2022-04-18,2022-06-06,281.6
2022-04-18,2022-06-06,337.6
2022-04-18,2022-06-06,337.6
2022-04-18,2022-06-06,337.6
2022-04-18,2022-06-06,337.6
2022-04-18,2022-06-06,337.6
2022-04-18,2022-06-06,337.6
2022-04-18,2022-06-06,359.35
2022-04-18,2022-06-06,402.1
2022-04-18,2022-06-06,408.6
2022-04-18,2022-06-06,408.6
2022-04-18,2022-06-06,408.6
2022-04-18,2022-06-06,408.6
2022-04-18,2022-06-06,408.6
2022-04-18,2022-06-06,408.6
2022-04-18,2022-06-06,416.1
2022-04-18,2022-06-06,416.61
2022-04-18,2022-06-06,417.6
2022-04-18,2022-06-06,417.6
2022-04-18,2022-06-06,417.6
2022-04-18,2022-06-06,449.35
2022-04-18,2022-06-06,477.61
2022-04-18,2022-06-06,477.61
2022-04-18,2022-06-06,477.61
2022-04-18,2022-06-06,477.61
2022-04-18,2022-06-06,498.6
2022-04-18,2022-06-06,498.6
2022-04-18,2022-06-06,498.6
2022-04-18,2022-06-06,503.21
2022-04-18,2022-06-07,272.6
2022-04-18,2022-06-07,272.6
2022-04-18,2022-06-07,281.6
2022-04-18,2022-06-07,281.6
2022-04-18,2022-06-07,281.6
2022-04-18,2022-06-07,281.6
2022-04-18,2022-06-07,311.6
2022-04-18,2022-06-07,312.21
2022-04-18,2022-06-07,319.35
2022-04-18,2022-06-07,319.35
2022-04-18,2022-06-07,319.35
2022-04-18,2022-06-07,328.6
2022-04-18,2022-06-07,328.6
2022-04-18,2022-06-07,328.6
2022-04-18,2022-06-07,328.6
2022-04-18,2022-06-07,328.6
2022-04-18,2022-06-07,337.6
2022-04-18,2022-06-07,337.6
2022-04-18,2022-06-07,377.1
2022-04-18,2022-06-07,378.6
2022-04-18,2022-06-07,378.6
2022-04-18,2022-06-07,378.6
2022-04-18,2022-06-07,378.6
2022-04-18,2022-06-07,498.6
2022-04-18,2022-06-07,498.6
2022-04-18,2022-06-08,272.6
2022-04-18,2022-06-08,281.6
2022-04-18,2022-06-08,282.2
2022-04-18,2022-06-08,311.6
2022-04-18,2022-06-08,328.6
2022-04-18,2022-06-08,328.6
2022-04-18,2022-06-08,328.6
2022-04-18,2022-06-08,332.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,337.6
2022-04-18,2022-06-08,338.2
2022-04-18,2022-06-08,367.2
2022-04-18,2022-06-08,377.1
2022-04-18,2022-06-08,378.6
2022-04-18,2022-06-08,378.6
2022-04-18,2022-06-08,408.6
2022-04-18,2022-06-08,408.6
2022-04-18,2022-06-08,408.6
2022-04-18,2022-06-08,417.6
2022-04-18,2022-06-08,498.6
2022-04-18,2022-06-08,498.6
2022-04-19,2022-06-01,328.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,337.6
2022-04-19,2022-06-01,378.6
2022-04-19,2022-06-01,408.6
2022-04-19,2022-06-01,408.6
2022-04-19,2022-06-01,408.6
2022-04-19,2022-06-01,408.6
2022-04-19,2022-06-01,417.6
2022-04-19,2022-06-01,417.6
2022-04-19,2022-06-01,417.6
2022-04-19,2022-06-01,452.6
2022-04-19,2022-06-01,498.6
2022-04-19,2022-06-01,498.6
2022-04-19,2022-06-01,498.6
2022-04-19,2022-06-01,498.6
2022-04-19,2022-06-01,507.6
2022-04-19,2022-06-01,543.6
2022-04-19,2022-06-02,328.6
2022-04-19,2022-06-02,328.6
2022-04-19,2022-06-02,328.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,337.6
2022-04-19,2022-06-02,342.7
2022-04-19,2022-06-02,408.6
2022-04-19,2022-06-02,408.6
2022-04-19,2022-06-02,408.6
2022-04-19,2022-06-02,408.6
2022-04-19,2022-06-02,408.6
2022-04-19,2022-06-02,417.6
2022-04-19,2022-06-02,417.6
2022-04-19,2022-06-02,417.6
2022-04-19,2022-06-02,449.35
2022-04-19,2022-06-02,613.6
2022-04-19,2022-06-03,268.6
2022-04-19,2022-06-03,277.6
2022-04-19,2022-06-03,328.6
2022-04-19,2022-06-03,328.6
2022-04-19,2022-06-03,337.6
2022-04-19,2022-06-03,337.6
2022-04-19,2022-06-03,337.6
2022-04-19,2022-06-03,337.6
2022-04-19,2022-06-03,337.6
2022-04-19,2022-06-03,337.6
2022-04-19,2022-06-03,359.35
2022-04-19,2022-06-03,359.35
2022-04-19,2022-06-03,378.6
2022-04-19,2022-06-03,408.6
2022-04-19,2022-06-03,408.6
2022-04-19,2022-06-03,408.6
2022-04-19,2022-06-03,417.6
2022-04-19,2022-06-03,451.1
2022-04-19,2022-06-03,452.6
2022-04-19,2022-06-03,498.6
2022-04-19,2022-06-03,498.6
2022-04-19,2022-06-03,498.6
2022-04-19,2022-06-04,277.6
2022-04-19,2022-06-04,319.35
2022-04-19,2022-06-04,328.6
2022-04-19,2022-06-04,328.6
2022-04-19,2022-06-04,332.6
2022-04-19,2022-06-04,337.6
2022-04-19,2022-06-04,337.6
2022-04-19,2022-06-04,337.6
2022-04-19,2022-06-04,337.6
2022-04-19,2022-06-04,359.35
2022-04-19,2022-06-04,408.6
2022-04-19,2022-06-04,408.6
2022-04-19,2022-06-04,408.6
2022-04-19,2022-06-04,408.6
2022-04-19,2022-06-04,417.6
2022-04-19,2022-06-04,443.22
2022-04-19,2022-06-04,481.1
2022-04-19,2022-06-04,482.6
2022-04-19,2022-06-04,482.6
2022-04-19,2022-06-04,482.6
2022-04-19,2022-06-04,482.6
2022-04-19,2022-06-04,498.6
2022-04-19,2022-06-04,613.6
2022-04-19,2022-06-04,613.6
2022-04-19,2022-06-05,337.6
2022-04-19,2022-06-05,408.6
2022-04-19,2022-06-05,408.6
2022-04-19,2022-06-05,408.6
2022-04-19,2022-06-05,408.6
2022-04-19,2022-06-05,408.6
2022-04-19,2022-06-05,411.2
2022-04-19,2022-06-05,411.2
2022-04-19,2022-06-05,417.6
2022-04-19,2022-06-05,417.6
2022-04-19,2022-06-05,417.6
2022-04-19,2022-06-05,417.6
2022-04-19,2022-06-05,417.6
2022-04-19,2022-06-05,449.35
2022-04-19,2022-06-05,449.35
2022-04-19,2022-06-05,449.35
2022-04-19,2022-06-05,449.71
2022-04-19,2022-06-05,491.1
2022-04-19,2022-06-05,492.2
2022-04-19,2022-06-05,492.6
2022-04-19,2022-06-05,492.6
2022-04-19,2022-06-05,492.6
2022-04-19,2022-06-05,498.6
2022-04-19,2022-06-05,498.6
2022-04-19,2022-06-05,498.6
2022-04-19,2022-06-05,613.6
2022-04-19,2022-06-05,627.1
2022-04-19,2022-06-06,271.6
2022-04-19,2022-06-06,277.6
2022-04-19,2022-06-06,277.6
2022-04-19,2022-06-06,277.6
2022-04-19,2022-06-06,319.35
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,337.6
2022-04-19,2022-06-06,342.21
2022-04-19,2022-06-06,359.35
2022-04-19,2022-06-06,363.2
2022-04-19,2022-06-06,402.1
2022-04-19,2022-06-06,408.6
